DAVCNA_ST;MATICNA_ST;OSA_ID;NAZIV;NASLOV;KRAJ;POSTNA_ST;regija;SKD_SIFRA;DEJAVNOST;DEJAVNOST ŠTEVILKA;SKIS;VELIKOST_SUBJEKTA;ST_ZAPOSLENIH;ST_ZAPOSLENIH<10;ST_ZAPOSLENIH_MED_10_IN_30;ST_ZAPOSLENIH MED 30 IN 100;ST_ZAPOSLENIH NAD 100;AKTUALNO_LETO;SCENARIJ;DATUM_UVOZA;Prihodki 2018; Prihodki 2017 ;Dobi?ek 2018;Dobi?ek 2017;Osnovna sredstva 2018;Osnovna sredstva 2017;Prejemki iz javnih sredstev 2018;Prejemki iz javnih sredstev 2017;Razlika v prihodkih 2018 ;Razlika v prihodkih 2017;Prihodki 2016;KOMENATR;Prihodki 2015;KOMENTAR1;Dobi?ek 2016;KOMENTAR2;Dobi?ek 2015;KOMENTAR3;Osnovna sredstva 2016;Osnovna sredstva 2015
79863892;5095549;45019145;DOM DR. JANKA BENEDIKA RADOVLJICA;Šercerjeva ulica 35;Radovljica;4240;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;144;NE;NE;NE;DA;2018;1;30.05.2019;4.201.137;3.904.533;135.409;240.557;3985686;4237208;1675597,2;1568592,51;2.525.539,80;2.335.940,49;3839456;3839456;3650253;3650253;66632;66632;62386;228980;3046583,03;755807
89285743;2297752;68269509;IMPLANTOLOŠKI INŠTITUT d.o.o.;Brglezov štradon 15 C;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;5;DA;NE;NE;NE;2018;4;30.05.2019;1.202.039;1.155.525;2.374.672;1.935.328;2561861,45;2318147,81;88.088,50;84.126,87;1.113.950,75;1.071.398,53;1194563;1194563;977510;977510;1584720;1584720;1214926;999563;127644970;124327112
89128028;5054575;22033494;ZD KRŠKO;Cesta krških žrtev 132 C;Krško;8270;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;152;NE;NE;NE;DA;2018;1;30.05.2019;6.882.221;6.160.439;38.045;-149.850;5604294;5810099;4396741,08;4552381,28;2.485.479,92;1.608.057,72;6184078;6184078;5893984;5893984;212277;212277;235596;24128;46263,5;42891
30946034;1122517;22033458;SB M. SOBOTA;Ulica dr. Vrbnjaka 6;Murska Sobota;9000;9;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;1044;NE;NE;NE;DA;2018;1;30.05.2019;54.017.519;51.894.102;997.243;864.445;29071744;30246517;51613513,27;47197779,85;2.404.005,73;4.696.322,15;49563455;49563455;46383024;46383024;-655195;-655195;1221608;166591;44586606;41995976
64948315;1392123;45031915;DOM STAREJŠIH OB?ANOV TREBNJE;Stari trg 63;Trebnje;8210;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;109;NE;NE;NE;DA;2018;1;30.05.2019;4.005.857;3.849.822;-1.982;59.685;5989816;5968592;1658532,08;1574319,38;2.347.324,92;2.275.502,62;3762267;3762267;3687732;3687732;67613;67613;130391;6589;131834,33;125685,24
80407102;5865328;22033599;ENDOMED d.o.o.;Ipav?eva ulica 15;Celje;3000;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;771.139;648.702;2.017.081;1.809.985;2087909,15;1971413,2;570.525,62;460.610,04;200.613,18;188.092,21;644124;644124;602908;602908;1582496;1582496;1352786;902749;61055600;61237111
88946347;5500931;22033542;ZDRAVSTVENI DOM DOMŽALE;Mestni trg 2;Domžale;1230;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;221;NE;NE;NE;DA;2018;1;30.05.2019;10.906.896;10.064.712;477.124;163.978;8213505;7638800;8566622,12;8116065,71;2.340.273,88;1.948.646,29;10017312;10017312;9253184;9253184;421129;421129;486280;1061;10124761;9283667
51215837;1710133;45032091;HEON d.o.o.;Ukmarjeva ulica 2;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;667.399;677.564;1.328.758;1.078.209;1402207,71;1145987,04;0;25,02;667.398,60;677.538,48;740166;740166;410882;410882;829424;829424;523971;-2328501;37047140;38161343
61326232;5227046;45018454;DSO Ljubljana Moste-Polje;Ob soto?ju 9;Ljubljana;1000;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;106;NE;NE;NE;DA;2018;1;30.05.2019;3.491.257;3.433.954;87.337;55.503;4467109;4347752;1175230,04;1404160,62;2.316.026,96;2.029.793,38;3475302;3475302;3418330;3418330;171128;171128;139576;42172;1127575,44;1370100
58152784;5105323;22033327;SB BREŽICE;?ernel?eva cesta 15;Brežice;8250;8;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;342;NE;NE;NE;DA;2018;1;30.05.2019;17.475.919;16.734.700;160.394;-205.308;9323000;9784561;15235602,99;14311938,35;2.240.316,01;2.422.761,65;15673786;15673786;15643968;15643968;-337905;-337905;269063;9636;5187706;5181548
27791050;1778439;45016261;DSO TEZNO;Panonska ulica 41;Maribor;2000;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;110;NE;NE;NE;DA;2018;1;30.05.2019;3.646.380;3.583.481;79.312;81.785;10193859;10264132;1435657,97;1392022,66;2.210.722,03;2.191.458,34;3524513;3524513;3616069;3616069;166696;166696;400959;147177;808064,32;593056,17
18613691;5159628;45020624;DOM STAREJŠIH OB?ANOV LJUBLJANA BEŽIGRAD;Komanova ulica 1;Ljubljana;1000;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;101;NE;NE;NE;DA;2018;1;30.05.2019;3.643.124;3.503.299;109.585;95.673;4279360;3680651;1443098,92;1395917,94;2.200.025,08;2.107.381,06;3426309;3426309;3283560;3283560;135443;135443;264418;0;8007,99;0
96539275;5049857;45019694;DOM STAREJŠIH OB?ANOV PREDDVOR;Poto?e 2;Preddvor;4205;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;118;NE;NE;NE;DA;2018;1;30.05.2019;3.954.721;3.792.510;-57.455;-117.898;5203720;5411639;1769280,04;1799597,43;2.185.440,96;1.992.912,57;3843642;3843642;3824861;3824861;77265;77265;77074;11470;33901,1;18970
77057767;5107148;22033476;Zdravstveni dom Nova Gorica;Rej?eva ulica 4;Nova Gorica;5000;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;265;NE;NE;NE;DA;2018;1;30.05.2019;12.496.011;11.428.507;340.673;176.447;15418236;14992599;10329734,99;9466519,79;2.166.276,01;1.961.987,21;11167434;11167434;10892215;10892215;849556;849556;1285541;207482;7274394;6562354
65045238;5500389;45027333;DOM STAREJŠIH OB?ANOV ILIRSKA BISTRICA;Kidri?eva ulica 15;Ilirska Bistrica;6250;6;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;109;NE;NE;NE;DA;2018;1;30.05.2019;3.700.938;3.648.141;58.667;150.375;.379.418;6975065;1557856,38;1574723,74;2.143.081,62;2.073.417,26;3736780;3736780;3758383;3758383;314020;314020;327576;0;186664,4;0
81466757;5902967;22033666;DOM STAREJŠIH OB?ANOV KRŠKO;Kovinarska ulica 13;Krško;8270;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;112;NE;NE;NE;DA;2018;1;30.05.2019;3.433.863;3.191.712;5.733;-162.524;5235122;5200914;1299858,34;1380719,23;2.134.004,66;1.810.992,77;3187943;3187943;3165544;3165544;2332;2332;40296;93938;167045,52;127323
30350611;5050715;45022047;CSS Škofja Loka;Stara Loka 31;Škofja Loka;4220;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;122;NE;NE;NE;DA;2018;1;30.05.2019;4.076.537;3.931.272;79.305;87.743;5146037;4946538;1956436,95;1663695,84;2.120.100,05;2.267.576,16;3782318;3782318;3718642;3718642;106443;106443;79625;12600;954255,79;1338751
81248504;5050847;45022550;DOM UPOKOJENCEV VRHNIKA;Idrijska cesta 13;Vrhnika;1360;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;131;NE;NE;NE;DA;2018;1;30.05.2019;3.787.402;3.797.337;108.449;147.434;5089742;5094439;1673561,54;1588912,01;2.113.840,46;2.208.424,99;3800315;3800315;3765189;3765189;43985;43985;26782;5700;491247;526513
20504756;3506223;69149484;DOM POD GORCO d.o.o.;Pekrska cesta 56;Maribor;2000;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Srednje enote;91;NE;NE;DA;NE;2018;2;30.05.2019;3.394.119;3.170.018;16.220;-31.440;13843231,26;14289304,01;1281544,67;1273885,53;2.112.573,86;1.896.132,60;3213904;3213904;4182758;4182758;-39678;-39678;724857;35224;107955,88;81109,62
59542217;5748429;68185994;MD MEDICINA d.o.o.;Bohori?eva ulica 5 A;Ljubljana;1000;1;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.11002;Mikro enote;14;NE;DA;NE;NE;2018;1;30.05.2019;2.645.597;1.428.426;80.486;-134.611;3011144,91;2997876,7;580.699,62;106.048,39;2.064.897,37;1.322.377,74;418543;418543;207408;207408;-152066;-152066;-20281;83082;807165,78;781486,34
78494214;5055903;45023478;DOM UPOKOJENCEV POLZELA;Pot v Šenek 7;Polzela;3313;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;100;NE;NE;NE;NE;2018;1;30.05.2019;3.532.364;3.351.786;15.825;7.431;4870726;4740149;1490027,1;1317564,01;2.042.336,90;2.034.221,99;3316258;3316258;3160094;3160094;3192;3192;5085;325375;586237,34;360332,27
83235434;5055814;45023455;TRUBARJEV DOM UPOKOJENCEV;Loka pri Zidanem Mostu 48;Loka pri Zidanem Mostu;1434;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;96;NE;NE;DA;NE;2018;1;30.05.2019;3.453.275;3.266.395;146.331;172.363;4421764;4268959;1410955,89;1406081,33;2.042.319,11;1.860.313,67;3240665;3240665;3093032;3093032;247544;247544;154748;1771;1377800;1391432
24981486;5890357;68021749;ABAKUS-MEDICO, d.o.o.;Partizanska cesta 10;Rogaška Slatina;3250;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;532.955;417.491;1.221.955;1.051.183;1294389,5;1123954,43;365.581,14;327.735,89;167.374,05;89.754,90;419937;419937;419689;419689;959226;959226;900840;390583;87841175;78746215
30102090;5502420;22033543;ZDRAVSTVENI DOM PTUJ;Potr?eva cesta 19 A;Ptuj;2250;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;220;NE;NE;NE;DA;2018;1;30.05.2019;10.198.088;9.452.186;110.474;2.096;7600108;7423624;8175761,79;7558956,8;2.022.326,21;1.893.229,20;9393615;9393615;9311221;9311221;268331;268331;607945;19875;763902,07;705612
85433900;5049784;45019683;DSO Kamnik;Neveljska pot 26;Kamnik;1241;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;97;NE;NE;DA;NE;2018;1;30.05.2019;3.185.349;3.027.775;-57.767;-63.837;6141864;6252237;1163834,64;1241665,51;2.021.514,36;1.786.109,49;3003137;3003137;3074867;3074867;-12447;-12447;33915;21639;34776,27;66724
69025126;3884112;;MEDICAL FABJAN, d.o.o.;Ašker?eva ulica 14;Celje;3000;3;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;1.225.419;768.415;1.195.539;896.277;1391407,76;1121755,36;2.500,00;0;1.222.919,00;768.415,00;587260;587260;511904;511904;700334;700334;499964;1221608;30815066;31097440
20806434;5206758;22033455;EBERLOV DOM;Izlake 13;Izlake;1411;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;112;NE;NE;NE;DA;2018;1;30.05.2019;3.429.493;3.303.699;87.076;52.117;3198161;3091841;1460314,32;1549820,44;1.969.178,68;1.753.878,56;3198814;3198814;3009455;3009455;119292;119292;100312;8384;149404,44;144866
41729358;5728231;22033573;ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA;Dellavallejeva ulica 3;Koper - Capodistria;6000;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;226;NE;NE;NE;DA;2018;1;30.05.2019;11.144.479;10.377.166;8.522;3.505;4720052;4853641;9183102,38;8659430,34;1.961.376,62;1.717.735,66;9789121;9789121;9294639;9294639;265196;265196;197040;52732;54711;69998
54512336;5274508;45017221;DOM STAREJŠIH OB?ANOV ?RNOMELJ;Ulica 21. oktobra 19 C;?rnomelj;8340;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;90;NE;NE;DA;NE;2018;1;30.05.2019;3.336.813;3.192.770;82.567;10.533;3837700;3441124;1388924,26;1317210,17;1.947.888,74;1.875.559,83;3129727;3129727;3032654;3032654;-11262;-11262;-4340;69580;405615,62;266857,25
91257107;5049652;45019657;DOM UPOKOJENCEV DOMŽALE;Karantanska cesta 5;Domžale;1230;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;84;NE;NE;DA;NE;2018;1;30.05.2019;2.955.844;2.897.510;51.677;-45.309;4553883;4516764;1034656,95;1178495,16;1.921.187,05;1.719.014,84;2834738;2834738;2862449;2862449;8089;8089;19702;-2090;150187,43;116739
59514116;1827162;45016244;DOM STAREJŠIH OB?ANOV FUŽINE;Nove Fužine 40;Ljubljana;1000;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;81;NE;NE;DA;NE;2018;1;30.05.2019;3.276.698;2.919.961;227.196;138.417;9807121;9053153;1371924,96;1040086,86;1.904.773,04;1.879.874,14;2716752;2716752;2650575;2650575;234350;234350;198634;396739;3662352;3434409
47489758;1999648;68050621;O?ESNI KIRURŠKI CENTER DR. PFEIFER d.o.o.;Dunajska cesta 22;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;9;DA;NE;NE;NE;2018;1;30.05.2019;2.736.962;2.020.537;1.125.340;831.190;2046707,23;2421999,89;1.125.332,31;1.007.307,08;1.611.629,88;1.013.229,66;1918271;1918271;1827588;1827588;797632;797632;779721;741011;14938205;15314453
81288379;5049750;45019677;DOM UPOKOJENCEV DR. FRANCETA BERGELJA, JESENICE;Ulica Staneta Bokala 4;Jesenice;4270;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;128;NE;NE;NE;DA;2018;1;30.05.2019;3.748.761;3.583.850;-6.697;14.927;4475531;4466666;1904630,15;1684634,88;1.844.130,85;1.899.215,12;3597504;3597504;3583504;3583504;31544;31544;55962;14825;53176,58;79866,6
91348030;5055857;45023464;DOM UPOKOJENCEV ŠMARJE PRI JELŠAH;Rakeževa ulica 8;Šmarje pri Jelšah;3240;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;107;NE;NE;NE;DA;2018;1;30.05.2019;3.345.176;3.343.638;7.437;8.858;3515599;3529344;1502549,03;1549410,96;1.842.626,97;1.794.227,04;3318933;3318933;3245476;3245476;-9126;-9126;-7377;16998;67752,84;60871,24
60031816;1973339;68610786;DOSOR d.o.o.;Prisojna cesta 4 A;Radenci;9252;9;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velike enote;93;NE;NE;DA;NE;2018;1;30.05.2019;3.549.975;3.147.146;161.549;-45.569;8649548;8758983;1707533,64;1552256,04;1.842.441,36;1.594.889,96;3144734;3144734;3061188;3061188;-58318;-58318;927;198634;8636858;8001267
66702895;5057167;45016300;DOM ZA VARSTVO ODRASLIH VELENJE;Kidri?eva cesta 23;Velenje;3320;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;95;NE;NE;DA;NE;2018;1;30.05.2019;3.326.219;3.258.196;-29.292;-27.103;2694186;2990960;1484067,69;1541478,97;1.842.151,31;1.716.717,03;3277632;3277632;3294597;3294597;268;268;160621;-9834;435431,59;210140
58155309;5050677;45022040;DOM UPOKOJENCEV SEŽANA;Ulica Ivana Turši?a 6;Sežana;6210;6;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;93;NE;NE;DA;NE;2018;1;30.05.2019;3.123.422;2.900.539;179.852;73.542;3686683;3657782;1297081,65;1217750,38;1.826.340,35;1.682.788,62;2798181;2798181;2771979;2771979;121301;121301;211249;39918;9197537;8803999
64971635;5820570;22033677;BOLNIŠNICA TOPOLŠICA;Topolšica 61;Topolšica;3326;3;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;234;NE;NE;NE;DA;2018;1;30.05.2019;11.267.242;12.515.900;-134.594;1.508.581;8145503;8752850;9452031;11379250,28;1.815.211,00;1.136.649,72;10522970;10522970;10268252;10268252;-264392;-264392;1061;14775;42070,02;41029
17330246;5054940;22033505;BOLNIŠNICA SEŽANA;Cankarjeva ulica 4;Sežana;6210;6;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;154;NE;NE;NE;DA;2018;1;30.05.2019;8.058.316;7.262.635;256.942;-45.151;6519215;6589697;6248524,03;6083502,34;1.809.791,97;1.179.132,66;7323421;7323421;6911139;6911139;310954;310954;374404;77074;5645562;5713111
61005100;1580981;45016105;SON?NI DOM d.o.o.;Železnikova ulica 10;Maribor;2000;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11002;Srednje enote;98;NE;NE;DA;NE;2018;1;30.05.2019;3.283.065;3.168.282;272.404;152.636;8123324;8253374;1496904,49;1413477,67;1.786.160,51;1.754.804,33;3176684;3176684;3160691;3160691;209513;209513;315746;79625;4870299;4861751
25494694;2118831;68656918;KLINIKA DOKTOR 24 d.o.o.;Savska cesta 3;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;15;NE;DA;NE;NE;2018;1;30.05.2019;2.291.598;2.003.703;232.750;175.029;1502663,29;1089459,61;508.410,33;485.296,59;1.783.187,59;1.518.406,42;1929710;1929710;1497613;1497613;263535;263535;76035;59044;3183670;3218685
71668454;5055849;45023460;LAMBRECHTOV DOM, SLOVENSKE KONJICE;Šolska ulica 4;Slovenske Konjice;3210;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;90;NE;NE;DA;NE;2018;1;30.05.2019;3.233.044;3.139.405;63.992;7.117;8815155;8737940;1473684,42;1480249,97;1.759.359,58;1.659.155,03;3095162;3095162;3059635;3059635;1644;1644;39918;148685;981379,74;375932
30529999;1606689;45016120;DOM STAREJŠIH OB?ANOV LJUTOMER;Cesta I. slovenskega tabora 5;Ljutomer;9240;9;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;87;NE;NE;DA;NE;2018;1;30.05.2019;3.032.806;3.004.810;16.784;16.726;5999797;5995498;1289081,85;1370355,81;1.743.724,15;1.634.454,19;3061515;3061515;3009551;3009551;58146;58146;23933;26093;50132,2;47139,09
71142649;5181895;45016504;DOM PETRA UZARJA;Ro?evnica 58;Trži?;4290;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;98;NE;NE;DA;NE;2018;1;30.05.2019;3.044.202;3.042.487;77.265;244.415;3095076;3106954;1314431,86;1400950,36;1.729.770,14;1.641.536,64;2960899;2960899;2811393;2811393;206123;206123;184687;39868;243542,4;228256
22312650;5107172;22033473;ZD Zobozdravstveno varstvo Nova Gorica;Ulica Gradnikove brigade 7;Nova Gorica;5000;5;Q86.230;Zobozdravstvena dejavnost;9;S.13133;Velikost RS se ne izra?unava;82;NE;NE;DA;NE;2018;1;30.05.2019;4.087.332;3.525.845;29.661;-32.565;3145664;2904920;2379898,13;2180701,32;1.707.433,87;1.345.143,68;3303456;3303456;3094039;3094039;40611;40611;6503;-23975;96777,49;32894
57359032;1453823;45016045;DOM STAREJŠIH LOGATEC;Gub?eva ulica 8 A;Logatec;1370;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;80;NE;NE;DA;NE;2018;1;30.05.2019;2.684.643;2.605.296;7.711;34.419;5206795;5246011;993412,24;1058635,07;1.691.230,76;1.546.660,93;2595242;2595242;2430281;2430281;6210;6210;9636;3227;11835,54;14703
83428437;2169525;68865468;DSS d.o.o.;Dunajska cesta 198;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;733.564;688.541;1.119.034;1.348.245;1437376,45;1400887,35;0;0;733.564,10;688.540,69;592828;592828;647402;647402;1181079;1181079;995456;1491933;28915589;28733940
39847128;5107164;22033474;ZDRAVSTVENI DOM AJDOVŠ?INA;Tovarniška cesta 3;Ajdovš?ina;5270;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;130;NE;NE;NE;DA;2018;1;30.05.2019;6.452.723;5.714.077;149.578;-77.488;4497537;4217130;4779120,33;4779120,33;1.673.602,67;934.956,67;5527498;5527498;5242574;5242574;152504;152504;256715;-53654;3034765;3142696
87163403;5055890;45023476;DOM NINE POKORN GRMOVJE;Pernovo 4 A;Žalec;3310;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.13113;Velikost RS se ne izra?unava;144;NE;NE;NE;DA;2018;1;30.05.2019;4.993.841;4.782.835;52.640;77.733;5684865;5641472;3345234,17;3126420,99;1.648.606,83;1.656.414,01;4633242;4633242;4483857;4483857;103144;103144;92406;22048;63350,5;56047,78
15049736;5056853;22033514;ZD KAMNIK;Novi trg 26;Kamnik;1241;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;164;NE;NE;NE;DA;2018;1;30.05.2019;7.405.247;6.488.575;207.214;114.082;5040015;4735940;5776395,69;5031705,63;1.628.851,31;1.456.869,37;6357911;6357911;6049566;6049566;402241;402241;287490;182265;2372105;2282819
31372872;3626393;68923056;DIGITALNA SLIKOVNA DIAGNOSTIKA, d.o.o.;Puhova ulica 9 A;Ptuj;2250;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;8;DA;NE;NE;NE;2018;1;30.05.2019;2.796.776;1.954.741;1.104.023;606.552;4499126,26;2344786,25;1.865.007,32;1.503.256,41;931.769,05;451.484,47;1970127;1970127;1480994;1480994;716545;716545;503509;356920;29846435;23028684
44663633;5255783;45023831;DOM STAREJŠIH OB?ANOV KO?EVJE;Roška cesta 22;Ko?evje;1330;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;87;NE;NE;DA;NE;2018;1;30.05.2019;2.789.141;2.626.651;-112.629;-163.801;4444415;4552478;1207087,71;1141053,17;1.582.053,29;1.485.597,83;2626651;2626651;2788053;2788053;-163801;-163801;-7209;5677;129074,53;121889,59
39193365;1907026;68340313;KORA DENS d.o.o.;Kogovškova ulica 1;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;748.990;642.939;959.098;820.023;1012108;919312;3.295,00;0;745.695,00;642.939,00;828975;828975;648566;648566;643929;643929;438983;704042;27448162;28050685
32589948;5050464;45022010;DSO METLIKA;Mestni trg 16;Metlika;8330;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;96;NE;NE;DA;NE;2018;1;30.05.2019;3.021.875;2.955.949;25.637;70.173;4577780;4550980;1444242,42;1332698,86;1.577.632,58;1.623.250,14;2892117;2892117;2766299;2766299;38076;38076;128163;209277;249110,32;241827,2
95823123;1804073;;HOLMED d.o.o.;Kapucinski trg 7;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;15;NE;DA;NE;NE;2018;6;30.05.2019;1.617.285;1.529.431;112.942;159.611;1405911,12;1277351,3;45.185,92;46.243,71;1.572.098,77;1.483.186,99;1315686;1315686;1106237;1106237;116123;116123;105364;14568;408406,17;375101
62399101;5050588;45022032;DOM UPOKOJENCEV POSTOJNA;Rožna ulica 10;Postojna;6230;6;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;81;NE;NE;DA;NE;2018;1;30.05.2019;2.713.136;2.612.125;100.434;31.931;3236042;3120691;1147510,58;1108442;1.565.625,42;1.503.683,00;2508531;2508531;2381729;2381729;53319;53319;77709;50184;4628202,14;4596894
